X,Y,fid,id,Everkstolp,icon_url
6.53850161609944,60.4179781886794,186,,E,./0.png
6.5390235965382,60.4179036958314,187,,E,./0.png
6.53926853719447,60.4176906164626,188,,E,./0.png
6.53859952886943,60.4182353231899,189,,E,./0.png
6.53822627557034,60.4182052117762,190,,E,./0.png
6.53750934482615,60.4180642930726,191,,E,./0.png
6.5368719231784,60.4181134333415,192,,E,./0.png
6.53623992061871,60.418168473686,193,,E,./0.png
6.53851344280261,60.4187530852121,194,,E,./0.png
6.53871414886108,60.4194357262749,195,,E,./0.png
6.53790249479241,60.419693454569,196,,E,./0.png
6.53727731552135,60.4195803442049,197,,E,./0.png
6.53875648227246,60.4197295516247,198,,E,./0.png
6.53935275587718,60.419914656153,199,,E,./0.png
6.53900250095135,60.421443031474,200,,E,./0.png
6.53954059161464,60.4216995947698,201,,E,./0.png
6.54037759253139,60.4215728878031,202,,E,./0.png
6.54119219235506,60.4215095930854,203,,E,./0.png
6.54203796505902,60.4215774322747,204,,E,./0.png
6.54285719459265,60.4217637340676,205,,E,./0.png
6.54378213509043,60.4219490791207,206,,E,./0.png
6.54341117586885,60.4225652468239,207,,E,./0.png
6.54323609734178,60.4227712080725,208,,E,./0.png
6.54419678936576,60.4229089553599,209,,E,./0.png
6.54478210973663,60.4231519564391,210,,E,./0.png
6.54550177387691,60.4233687183876,211,,E,./0.png
6.54496664880128,60.4236973801281,212,,E,./0.png
6.54619069558584,60.423316522875,213,,E,./0.png
6.54702855197369,60.4232565219811,214,,E,./0.png
6.54740110008883,60.4230631867943,215,,E,./0.png
6.54636810993261,60.4236099322547,216,,E,./0.png
6.54650355703173,60.4238372865768,217,,E,./0.png
6.54496664880128,60.4236973801281,218,,E,./0.png
6.54634517754726,60.4241477203034,219,,E,./0.png
6.54562013906,60.4242678245632,220,,E,./0.png
6.54591374218035,60.4248883331306,221,,E,./0.png
6.54492646408332,60.4245945029578,222,,E,./0.png
6.5443350301555,60.4248882463056,223,,E,./0.png
6.54496664880128,60.4236973801281,224,,E,./0.png
6.54550177387691,60.4233687183876,225,,E,./0.png
6.54600952442891,60.4263284463865,226,,E,./0.png
6.54682712737101,60.4260975393469,227,,E,./0.png
6.54682712737101,60.4260975393469,228,,E,./0.png
6.54910816200083,60.4262092689275,229,,E,./0.png
6.55006338691181,60.4265401955127,230,,E,./0.png
6.54762640915921,60.4258713615982,231,,E,./0.png
6.55101715591468,60.4267347224912,232,,E,./0.png
6.55153099134162,60.4268674794629,233,,E,./0.png
6.55189641819315,60.4273152095027,234,,E,./0.png
6.54853547312979,60.4257867295782,235,,E,./0.png
6.54762640915921,60.4258713615982,236,,E,./0.png
6.54762640915921,60.4258713615982,237,,E,./0.png
6.54762640915921,60.4258713615982,238,,E,./0.png
6.55240104365513,60.4276291309449,239,,E,./0.png
6.55314703986275,60.4280896533643,240,,E,./0.png
6.5525105163047,60.4283782522952,241,,E,./0.png
6.55269581523607,60.4287240220197,242,,E,./0.png
6.55177984647158,60.4287857976879,243,,E,./0.png
6.55405639124451,60.4284269607329,244,,E,./0.png
6.55508122974086,60.4286140585395,245,,E,./0.png
6.55535340622294,60.4288975883286,246,,E,./0.png
6.55208146754396,60.4283242634106,247,,E,./0.png
6.55577749652038,60.4289728331565,248,,E,./0.png
6.55576433659904,60.4293529558085,249,,E,./0.png
6.55827380979229,60.4322964613653,250,,E,./0.png
6.55899862445668,60.4325723219761,251,,E,./0.png
6.55979781299173,60.43287420281,252,,E,./0.png
6.56042397900108,60.4329785169946,253,,E,./0.png
6.56113156892674,60.4330930232206,254,,E,./0.png
6.56198202924732,60.4331811268711,255,,E,./0.png
6.56259713494864,60.4332765240819,256,,E,./0.png
6.56343479480348,60.4333788910226,257,,E,./0.png
6.561922108081,60.4338241373287,258,,E,./0.png
6.56243789743243,60.4342267145451,259,,E,./0.png
6.56308603871559,60.4345867395434,260,,E,./0.png
6.56378228334148,60.4348533460782,261,,E,./0.png
6.56452138118807,60.4346260469537,262,,E,./0.png
6.56512975111467,60.4343412280818,263,,E,./0.png
6.56571494455377,60.4346014423377,264,,E,./0.png
6.56627798648854,60.4347655036865,265,,E,./0.png
6.56710049214089,60.4348356549012,266,,E,./0.png
6.56632230836264,60.4349578044472,267,,E,./0.png
6.56782485344871,60.43488369939,268,,E,./0.png
6.56782485344871,60.43488369939,269,,E,./0.png
6.5685956847815,60.4349383908899,270,,E,./0.png
6.56933134309547,60.434992436082,271,,E,./0.png
6.55232096944628,60.4284792192352,272,,E,./0.png
6.56094857802252,60.4341424649403,273,,,./0.png
6.56155473761482,60.4339622159765,274,,,./0.png
