X,Y,fid,id,Stolper,icon_url
6.40083484420295,60.3669490717128,1,,,./0.png
6.4018671023898,60.3667878905511,2,,,./0.png
6.40316735185607,60.3666087214429,3,,,./0.png
6.40376245530045,60.3664926692904,4,,,./0.png
6.4047293826188,60.3663606576653,5,,,./0.png
6.40557985246646,60.366237973836,6,,,./0.png
6.40609394479161,60.3661827152684,7,,,./0.png
6.40726506865276,60.3660611962185,8,,,./0.png
6.4080567290743,60.3659779725009,9,,,./0.png
6.40888044271082,60.3658968193685,10,,,./0.png
6.40964109797872,60.3658166092616,11,,,./0.png
6.41037625700069,60.3657438777756,12,,,./0.png
6.41111000795374,60.3656703894642,13,,,./0.png
6.41212903647825,60.3655640022881,14,,,./0.png
6.41310653826645,60.3654640536404,15,,,./0.png
6.41359409291012,60.3654568516479,16,,,./0.png
6.4135728232166,60.3653926033337,17,,,./0.png
6.41315987308362,60.3653178359386,18,,,./0.png
6.41278523754105,60.3652031904669,19,,,./0.png
6.41213896455349,60.3650049161665,20,,,./0.png
6.41171484683715,60.3648864031876,21,,,./0.png
6.41054752753806,60.3645270977386,22,,,./0.png
6.41121746576625,60.3647222136992,23,,,./0.png
6.40966188414758,60.3645033229995,24,,,./0.png
6.40895839808414,60.3644910705552,25,,,./0.png
6.4084199902524,60.3644472121577,26,,,./0.png
6.40733440528579,60.3643593178155,27,,,./0.png
6.40629477356853,60.3642737615052,28,,,./0.png
6.41133869068223,60.3658801273275,29,,,./0.png
6.41164219198487,60.3661529793604,30,,,./0.png
6.41321973898126,60.3658927872172,31,,,./0.png
6.41326760641202,60.3660649112355,32,,,./0.png
6.41335811332254,60.366373513201,33,,,./0.png
6.41347970803228,60.3667980573025,34,,,./0.png
6.41332061710878,60.3673636724431,35,,,./0.png
6.41322417036597,60.3677302969758,36,,,./0.png
6.41403593671529,60.3653334214551,37,,,./0.png
6.41473947334689,60.3653267875097,38,,,./0.png
6.41537099164476,60.3657670436391,39,,,./0.png
6.41644053096402,60.3659474101155,40,,,./0.png
6.41745003622772,60.3660352026308,41,,,./0.png
6.41822078975508,60.366114000786,42,,,./0.png
6.41898053553054,60.3661838761015,43,,,./0.png
6.41905565706879,60.368992602649,44,,,./0.png
6.41839475665939,60.3687186356785,45,,,./0.png
6.41803079047358,60.3686535395705,46,,,./0.png
6.41700055499602,60.3684565410625,47,,,./0.png
6.41600474335793,60.3682689078837,48,,,./0.png
6.41528945033147,60.3681273406229,49,,,./0.png
6.41442682838997,60.3679596929688,50,,,./0.png
6.43669627029483,60.368576421634,51,,,./0.png
6.43773144417213,60.3686747084424,52,,,./0.png
6.43521167553937,60.3692760925725,53,,,./0.png
6.43426310426702,60.3691939645935,54,,,./0.png
6.43333816659463,60.3691093842747,55,,,./0.png
6.43253826586108,60.3692042057905,56,,,./0.png
6.43213672482826,60.3693183197998,57,,,./0.png
6.43160222254982,60.3694095544384,58,,,./0.png
6.43104873320785,60.3693698502802,59,,,./0.png
6.43070904720494,60.3692936520152,60,,,./0.png
6.42963081246994,60.3690726130257,61,,,./0.png
6.42844628482482,60.3688437070384,62,,,./0.png
6.43126278413922,60.3698324298332,63,,,./0.png
6.43075470179944,60.3700344305127,64,,,./0.png
6.43141392815651,60.3694755558,65,,,./0.png
6.43262000894755,60.3688169754205,66,,,./0.png
6.43578995639134,60.3690377085054,67,,,./0.png
6.44585312901602,60.3725884022005,68,,,./0.png
6.44654852030156,60.3725379185647,69,,,./0.png
6.44784613664567,60.372429349968,70,,,./0.png
6.44887088828632,60.3723256914505,71,,,./0.png
6.44953476981723,60.3722658834321,72,,,./0.png
6.45039049878164,60.372187987857,73,,,./0.png
6.45144761477559,60.372382336884,74,,,./0.png
6.45097770001244,60.3724719851789,75,,,./0.png
6.4522906883218,60.3721663639834,76,,,./0.png
6.4533764213553,60.3722945104678,77,,,./0.png
6.45435752588279,60.3724119411881,78,,,./0.png
6.45351132270647,60.3725930488428,79,,,./0.png
6.45317248518349,60.3724298794954,80,,,./0.png
6.45533188263744,60.3725408416006,81,,,./0.png
6.45653983222002,60.372680004368,82,,,./0.png
6.45547443643151,60.3728917515786,83,,,./0.png
6.45747590708434,60.3729619376331,84,,,./0.png
6.45840243151318,60.3732538369483,85,,,./0.png
6.45959296495046,60.3739932534935,86,,,./0.png
6.45925118201194,60.3737168846742,87,,,./0.png
6.46049312953483,60.3740974861902,88,,,./0.png
6.46117418652522,60.374381777731,89,,,./0.png
6.46157945502322,60.3746709587705,90,,,./0.png
6.46265153736779,60.3751643585749,91,,,./0.png
6.4623139303172,60.3753610250899,92,,,./0.png
6.47131076465551,60.3777592467734,93,,,./0.png
6.47200135093125,60.3781495665923,94,,,./0.png
6.47240989289051,60.3783227146826,95,,,./0.png
6.47293233667562,60.3785386460673,96,,,./0.png
6.47363125191948,60.3787651802198,97,,,./0.png
6.47450508138269,60.3790603147754,98,,,./0.png
6.47542076921338,60.379269192646,99,,,./0.png
6.47632297060074,60.3795010202342,100,,,./0.png
6.47706513191214,60.3796804813274,101,,,./0.png
6.47783272758248,60.3798343068554,102,,,./0.png
6.47844018919324,60.3800126572409,103,,,./0.png
6.47793033790643,60.379936258891,104,,,./0.png
6.47918870320958,60.380261862476,105,,,./0.png
6.47958941233977,60.3803855138107,106,,,./0.png
6.49576557710799,60.3830193987115,107,,,./0.png
6.49674502294083,60.3830117158532,108,,,./0.png
