X,Y,fid,id,Byggninger,X,Y,Adresse,Gnr/Bnr,Fiber Til,Status På,Bestilt Fi,Har I Dag,Type Røyr,Monterings,Info,FiberNr,icon_url
6.47833880751607,60.3800766561667,35,,"5409",,,Fjordavegen,,,,,,,,,,./0.png
6.47983540348851,60.3804539349965,36,,"5403",,,Fjordavegen,,,,,,,,,,./0.png
6.47863414023026,60.3801932740267,37,,"5407",,,Fjordavegen,,,,,,,,,,./0.png
6.49512126929724,60.3832147726783,38,,"5303",,,Fjordavegen,,,,,,,,,,./0.png
6.49689119924885,60.3830617261981,39,,"5300",,,Fjordavegen,,,,,,,,,,./0.png
6.49632810046,60.3827279846017,40,,"2",,,Gravene,,,,,,,,,,./0.png
6.49709011045473,60.3827661109417,41,,"4",,,Gravene,,,,,,,,,,./0.png
6.49944513622941,60.3809627043828,42,,"16",,,Gravene,,,,,,,,,,./0.png
6.50156628918797,60.3816072131352,43,,"8",,,Gravene,,,,,,,,,,./0.png
6.50239673540722,60.3817972639068,44,,"10",,,Gravene,,,,,,,,,,./0.png
6.50440670317446,60.3819598757049,45,,"12",,,Gravene,,,,,,,,,,./0.png
6.49796214720304,60.384788798408,46,,"5281",,,Fjordavegen,,,,,,,,,,./0.png
6.49837130208777,60.3846240142372,47,,"5283",,,Fjordavegen,,,,,,,,,,./0.png
6.49870325088446,60.3843170203445,48,,"5280",,,Fjordavegen,,,,,,,,,,./0.png
6.49875758302772,60.3845093525195,49,,"5282",,,Fjordavegen,,,,,,,,,,./0.png
6.4998140792342,60.3848077486198,50,,"5276",,,Fjordavegen,,,,,,,,,,./0.png
6.49952742323594,60.3852553622276,51,,"5268",,,Fjordavegen,,,,,,,,,,./0.png
6.4997401333322,60.3854585999592,52,,"5266",,,Fjordavegen,,,,,,,,,,./0.png
6.50055204921129,60.3854213172917,53,,"5256",,,Fjordavegen,,,,,,,,,,./0.png
6.5007551789899,60.3866116552348,54,,"5254",,,Fjordavegen,,,,,,,,,,./0.png
6.50068280109297,60.3869810221307,55,,"5252",,,Fjordavegen,,,,,,,,,,./0.png
6.50120702881388,60.387980131351,56,,"5240",,,Fjordavegen,,,,,,,,,,./0.png
6.50329619041359,60.3880550300006,57,,"5232",,,Fjordavegen,,,,,,,,,,./0.png
6.50231091579618,60.3889425392232,58,,"5228",,,Fjordavegen,,,,,,,,,,./0.png
6.50216515445357,60.3890151379995,59,,"5226",,,Fjordavegen,,,,,,,,,,./0.png
6.50015280810254,60.3893480765478,60,,"5239",,,Fjordavegen,,,,,,,,,,./0.png
6.50074017436132,60.3899419620605,61,,"5237",,,Fjordavegen,,,,,,,,,,./0.png
6.50233597042855,60.3923271223527,62,,"5188",,,Fjordavegen,,,,,,,,,,./0.png
6.50138944771185,60.3934909198457,63,,"5177",,,Fjordavegen,,,,,,,,,,./0.png
6.50304791635249,60.3939106143897,64,,"5170",,,Fjordavegen,,,,,,,,,,./0.png
6.50325090120804,60.3940849167292,65,,"5168",,,Fjordavegen,,,,,,,,,,./0.png
6.50230675535436,60.3949038119948,66,,"5157",,,Fjordavegen,,,,,,,,,,./0.png
6.50237935624047,60.3957338554031,67,,"5155",,,Fjordavegen,,,,,,,,,,./0.png
6.50361788242259,60.395883971268,68,,"5153",,,Fjordavegen,,,,,,,,,,./0.png
6.5038063956816,60.3960381761933,69,,"5151",,,Fjordavegen,,,,,,,,,,./0.png
6.50454609739062,60.3967379883953,70,,"5136",,,Fjordavegen,,,,,,,,,,./0.png
6.50359416419227,60.3972395488764,71,,"51129",,,Fjordavegen,,,,,,,,,,./0.png
6.50373031151676,60.3973451918534,72,,"5127",,,Fjordavegen,,,,,,,,,,./0.png
6.50495308500342,60.3973879446177,73,,"5128",,,Fjordavegen,,,,,,,,,,./0.png
6.50523962563356,60.3989832706852,74,,"5109",,,Fjordavegen,,,,,,,,,,./0.png
6.50511715940644,60.3995360716151,75,,"5107",,,Fjordavegen,,,,,,,,,,./0.png
6.50657239120123,60.3995792004457,76,,"5106",,,Fjordavegen,,,,,,,,,,./0.png
6.50932926431855,60.4051341898147,77,,"5041",,,Fjordavegen,,,,,,,,,,./0.png
6.51073505152793,60.4053032235376,78,,"5034",,,Fjordavegen,,,,,,,,,,./0.png
6.51108558082146,60.4063803175298,79,,"5021",,,Fjordavegen,,,,,,,,,,./0.png
6.5116995330069,60.407367175126,80,,"5006",,,Fjordavegen,,,,,,,,,,./0.png
6.51095738056166,60.4074286354081,81,,"5009",,,Fjordavegen,,,,,,,,,,./0.png
6.51052812118669,60.4066474412112,82,,"5013",,,Fjordavegen,,,,,,,,,,./0.png
6.51204017428975,60.4081546388005,83,,"5000",,,Fjordavegen,,,,,,,,,,./0.png
6.51194894626299,60.4089816103374,84,,"4999",,,Fjordavegen,,,,,,,,,,./0.png
6.51236792502053,60.4097407995389,85,,"4995",,,Fjordavegen,,,,,,,,,,./0.png
6.51344632540096,60.4098957541309,86,,"4981",,,Fjordavegen,,,,,,,,,,./0.png
6.51370557721643,60.4100175622091,87,,"4983",,,Fjordavegen,,,,,,,,,,./0.png
6.51395802684206,60.4103335255498,88,,"4985",,,Fjordavegen,,,,,,,,,,./0.png
6.51312271330714,60.4100919223224,89,,"4991",,,Fjordavegen,,,,,,,,,,./0.png
6.51329556590453,60.4102953813418,90,,"4989",,,Fjordavegen,,,,,,,,,,./0.png
6.51351176622213,60.4105611065163,91,,"4987",,,Fjordavegen,,,,,,,,,,./0.png
6.51393710324336,60.4104501010176,92,,Ny hytte,,,Fjordavegen,,,,,,,,,,./0.png
6.51390462505642,60.410560513284,93,,Ny hytte,,,Fjordavegen,,,,,,,,,,./0.png
6.51480340185685,60.4101807982635,94,,"4973",,,Fjordavegen,,,,,,,,,,./0.png
6.51575850589034,60.4104285910191,95,,"4967",,,Fjordavegen,,,,,,,,,,./0.png
6.5177376451199,60.4110721437303,96,,"4955",,,Fjordavegen,,,,,,,,,,./0.png
6.52164307091228,60.412003311557,97,,"4927",,,Fjordavegen,,,,,,,,,,./0.png
6.52409568315062,60.4135397608551,98,,"4908",,,Fjordavegen,,,,,,,,,,./0.png
6.52516870014679,60.4137678693201,99,,"4898",,,Fjordavegen,,,,,,,,,,./0.png
6.52468183685325,60.4140026624091,100,,"4900",,,Fjordavegen,,,,,,,,,,./0.png
6.52514710219566,60.414526753159,101,,"4894",,,Fjordavegen,,,,,,,,,,./0.png
6.52642380432711,60.4152403762727,102,,"4885",,,Fjordavegen,,,,,,,,,,./0.png
6.52648624365601,60.4149461486695,103,,"4888",,,Fjordavegen,,,,,,,,,,./0.png
6.52761597007702,60.4151673601987,104,,"4878",,,Fjordavegen,,,,,,,,,,./0.png
6.52821101179785,60.414986108868,105,,"4876",,,Fjordavegen,,,,,,,,,,./0.png
6.52821003953409,60.4146292470057,106,,"4886",,,Fjordavegen,,,,,,,,,,./0.png
6.52784618745663,60.4153560041594,107,,"4877",,,Fjordavegen,,,,,,,,,,./0.png
6.52955463245519,60.4149773435703,108,,"4870",,,Fjordavegen,,,,,,,,,,./0.png
6.53153137756269,60.4159239562947,109,,"4854",,,Fjordavegen,,,,,,,,,,./0.png
6.5351588965864,60.4160902802765,110,,"4838",,,Fjordavegen,,,,,,,,,,./0.png
6.53503183640836,60.4164447709332,111,,"4836",,,Fjordavegen,,,,,,,,,,./0.png
6.53511479134323,60.4170965534429,112,,"4834",,,Fjordavegen,,,,,,,,,,./0.png
6.5395039547272,60.4174780734345,113,,"8",,,Ekrene,,,,,,,,,,./0.png
6.53958239934288,60.4181376984037,114,,"7",,,Ekrene,,,,,,,,,,./0.png
6.53709756262116,60.4178082698874,115,,"4832",,,Fjordavegen,,,,,,,,,,./0.png
6.53554540595779,60.4179222885859,116,,"4824",,,Fjordavegen,,,,,,,,,,./0.png
6.53681689309643,60.4193454306375,117,,"4804",,,Fjordavegen,,,,,,,,,,./0.png
6.53993532261307,60.4201524466319,118,,"3",,,Ekrene,,,,,,,,,,./0.png
6.53850556952047,60.4212976571467,119,,"4776",,,Fjordavegen,,,,,,,,,,./0.png
6.53910688552489,60.4217766303194,120,,"4773",,,Fjordavegen,,,,,,,,,,./0.png
6.54063352397352,60.4219495526188,121,,"4765",,,Fjordavegen,,,,,,,,,,./0.png
6.54036129402532,60.4214132268924,122,,"4768",,,Fjordavegen,,,,,,,,,,./0.png
6.5401917444682,60.4214814635004,123,,"4770",,,Fjordavegen,,,,,,,,,,./0.png
6.54141528204638,60.4218450407598,124,,"4757",,,Fjordavegen,,,,,,,,,,./0.png
6.5421217055386,60.4217292216687,125,,"4760",,,Fjordavegen,,,,,,,,,,./0.png
6.54293404200112,60.4226006320763,126,,"4748",,,Fjordavegen,,,,,,,,,,./0.png
6.54337754913775,60.4229934100392,127,,"4744",,,Fjordavegen,,,,,,,,,,./0.png
6.54519429602699,60.4229892448981,128,,"4752",,,Fjordavegen,,,,,,,,,,./0.png
6.54436261216955,60.4238085233916,129,,"4732",,,Fjordavegen,,,,,,,,,,./0.png
6.54686736263676,60.4229229348416,130,,"4758",,,Fjordavegen,,,,,,,,,,./0.png
6.54677842739929,60.4231453133263,131,,"4756",,,Fjordavegen,,,,,,,,,,./0.png
6.54553501596181,60.4234693307578,132,,"4720",,,Fjordavegen,,,,,,,,,,./0.png
6.54588642002809,60.4236482800887,133,,"4718",,,Fjordavegen,,,,,,,,,,./0.png
6.54626200313099,60.423825691495,134,,"4716",,,Fjordavegen,,,,,,,,,,./0.png
6.54590168655065,60.4239776481064,135,,"4714",,,Fjordavegen,,,,,,,,,,./0.png
6.54387583877045,60.4249454035305,136,,"4713",,,Fjordavegen,,,,,,,,,,./0.png
6.54398154012809,60.4250325983007,137,,"4711",,,Fjordavegen,,,,,,,,,,./0.png
6.54743331679074,60.4249376147141,138,,"4708",,,Fjordavegen,,,,,,,,,,./0.png
6.54609751687252,60.4251033231546,139,,"0000",,,Fjordavegen,211/5,,,,,,,,,./0.png
6.54571024280554,60.4266761990095,140,,"4699",,,Fjordavegen,,,,,,,,,,./0.png
6.54828316694944,60.4263786426379,141,,"4698",,,Fjordavegen,,,,,,,,,,./0.png
6.5480232142737,60.4258901396717,142,,"4706",,,Fjordavegen,,,,,,,,,,./0.png
6.54894308431745,60.4266683319784,143,,"4690",,,Fjordavegen,,,,,,,,,,./0.png
6.54854557595986,60.4274202929209,144,,"4687",,,Fjordavegen,,,,,,,,,,./0.png
6.55080446523548,60.4268730659399,145,,"4686",,,Fjordavegen,,,,,,,,,,./0.png
6.55102366433673,60.426944499934,146,,"4688",,,Fjordavegen,,,,,,,,,,./0.png
6.55418624985693,60.4274982271354,147,,"4650",,,Fjordavegen,,,,,,,,,,./0.png
6.55136260346593,60.4283027593447,148,,"4666",,,Fjordavegen,,,,,,,,,,./0.png
6.5542383320535,60.4287263154978,149,,"4648",,,Fjordavegen,,,,,,,,,,./0.png
6.55118820001298,60.4291282146902,150,,"4665",,,Fjordavegen,,,,,,,,,,./0.png
6.55269750186275,60.4291103600718,151,,"4653",,,Fjordavegen,,,,,,,,,,./0.png
6.55561848508816,60.4291461583242,152,,"4638",,,Fjordavegen,,,,,,,,,,./0.png
6.55584504953104,60.4296538562298,153,,"4636",,,Fjordavegen,,,,,,,,,,./0.png
6.5559706932678,60.4304907693924,154,,"4628",,,Fjordavegen,,,,,,,,,,./0.png
6.55757805340307,60.4321062054726,155,,"4606",,,Fjordavegen,,,,,,,,,,./0.png
6.55903037678926,60.4321011096476,156,,"4594",,,Fjordavegen,,,,,,,,,,./0.png
6.55898107076406,60.4327583754315,157,,"4581",,,Fjordavegen,,,,,,,,,,./0.png
6.56036827065722,60.433408257717,158,,"4577",,,Fjordavegen,,,,,,,,,,./0.png
6.56035862455238,60.4334834136342,159,,"4579",,,Fjordavegen,,,,,,,,,,./0.png
6.56068145616496,60.4330561637073,160,,"1",,,Lerkeholene,,,,,,,,,,./0.png
6.56080622621411,60.4328364157162,161,,"3",,,Lerkeholene,,,,,,,,,,./0.png
6.56148418671662,60.4333702096628,162,,"4",,,Lerkeholene,,,,,,,,,,./0.png
6.56143998042088,60.4329967024323,163,,"6",,,Lerkeholene,,,,,,,,,,./0.png
6.56160702487777,60.4328550426885,164,,"7",,,Lerkeholene,,,,,,,,,,./0.png
6.563040865974,60.4335255745771,165,,"2",,,Lerkeholene,,,,,,,,,,./0.png
6.5625915254619,60.4344372027291,166,,"4556",,,Fjordavegen,,,,,,,,,,./0.png
6.56297890424538,60.4348348301066,167,,"4548",,,Fjordavegen,,,,,,,,,,./0.png
6.56681404664724,60.4352716895044,168,,"4532",,,Fjordavegen,,,,,,,,,,./0.png
6.5701616720067,60.4351880786763,169,,"4514",,,Fjordavegen,,,,,,,,,,./0.png
6.46502303669063,60.3763301853132,170,,"0000",,,Fjordavegen,215/4,,,,,,,,,./0.png
