X,Y,fid,id,KN stolper,X,Y,Område,Adresse,Status,Nr,icon_url
6.45879082124403,60.3735289539372,1,,,,,,,,,./0.png
6.52011804056941,60.4115490677033,2,,,,,,,,,./0.png
6.5211457590536,60.4117600655523,3,,,,,,,,,./0.png
6.50108752154361,60.3877714528365,4,,,,,,,,,./0.png
6.50147404864114,60.3881129599527,5,,,,,,,,,./0.png
6.55631407498542,60.4297970280143,6,,,,,,,,,./0.png
